"","entityName","loc","sic","sicDescription","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2008Q1"
"165","Arrowhead Pharmaceuticals, Inc.","US-CA",2834,"Pharmaceutical Preparations",619203999.764378,584421999.853703,17810315.8950444,171099999.927046,158799999.799599,188899999.716331,318799999.839354,148899999.789576,-371055,1355458.89351687,-1437682,2905237,-1819917,3957475.78203932,-2485505,-5335233,-7991510,606512.817858751,-4614159,-6757937,-6079010,-13692183,-10628312,-13942521,-11626919,-22432438,-22575282,-28683993,-15936053,-24745554,-19264414,-20815860,-19420743,-22221985,-12086108,-6042557,-5519741,-10731889,-13198878,-14884311,-15606017,-2745084.865024,12037253,23896982,20335708,-5238893.69001111,-2673000,-19836000,-13611000,-4744751.71940651,-6815609.7637141,-1996460.69008241,-2454362.26300418,-857074.775306871,-265528.927385479,NA
"166","EAGLE FINANCIAL SERVICES, INC.","US-VA",6022,"State Commercial Banks",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,1485000,81000,2838070.37768853,1167000,1323000,1139000,693000,1714000,2002000,1253000,1581000,1803000,2001000,1505000,1849000,1363000,1958000,1385000,2434000,1455000,798000,3289000,1355000,1525000,1610000,1430000,1805000,2042000,2027000,2007000,1710000,2539000,2521000,1860000,2081000,2571000,2126000,2231000,2831000,2441000,2819000,3406000,2506000,2862000,3003000,2873000,2283000,NA
"167","BF GARDEN TAX CREDIT FUND IV L.P.","US-MA",6513,"Operators of  Apartment Buildings",64143654.0995276,132049741.00321,17809242.1254427,16372020.7062944,-2729953.27025841,-11581699.9655124,38212754.2243151,-9657714.22217633,-2275574,-3048183,-2178847,-307798.970931378,-1836463,-2778069,-2299065,-346961.657688644,-497217,-1719935,4661388,-131638.976829807,-1398925,2362655,2666825,-584711.15611358,5627018,-1257807,359209,-770413.44896174,2812777,6966568,1405928,-840747.671475303,7035858,1459505,2679398,-674985.823972274,3874515,4726671,418875,-217982.395817379,562532,929119,-186792,-804012.287108616,4700300,6380613,2593888,-1090735.35482265,-191394,1041,638154,-418074.366021677,320627,1066982,-173598,NA
"168","SIGMATRON INTERNATIONAL, INC.","US-IL",3672,"Printed Circuit Boards",-23997.9989557458,132048482.934412,17810315.8950445,16372801.7775359,8795417.91298051,7866853.87955746,38213087.0777526,148826.885853009,857989,586050,254818,-112813.838953663,240961,158267,85656,649440,-93144,482834,-216776,320047,967464,784654,743794,422779,16810,146429,564080,176093,658806,1156298,218728,48827,146597,33295,-47852,1258166,382882,736115,31338,-4392205,-526607,-723941,-595526,980960,361025,661183,249268,-362067,-900666,626858,249268,1565559,8796716,3150205,-2724297,NA
"169","Daktronics, Inc.","US-SD",3990,"Miscellaneous Manufacturing Industries",580753082.524779,734589096.034434,-717994417.32991,-81016600.1780715,1448356.31613673,2140149.94916867,7931867.30485492,5132430.92986812,2442000,7007000,1831000,6399293.63608603,3368000,3959000,1666000,-505000,6678000,11547000,2710000,1844000,5719000,11790000,2871000,1826000,8745000,7737000,561000,3839000,3776000,3168000,-1953000,-2930000,5539000,9021000,-5127000,909000,8429000,7132000,-6189000,-3810000,4574000,8606000,-3319000,-10819000,7030000,7274000,-12734000,-1079000,2114836.89755482,6293073.56871221,7716900.98506843,8532983.6917136,3685000,2374000,-4350000,NA
"170","BEAZER HOMES USA, INC.","US-GA",1531,"Operative Builders",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,-27869197.2297721,-50108999.9710345,-23905281.1289449,-43024828.8430902,-27816000,-15562618.5906656,-48808000,-53755000,-59120000,-21491928.3105022,739000,-39948000,-39884000,-1786054.02705758,-20388000,-19640000,-5788000,10600699.8888311,-5138000,-7971000,-12355000,2787078.3857942,-22340000,-1996000,12175000,418367.210681557,999000,-1234000,5782000,7291877.83135616,-1429000,-7535000,7123000,11818126.0196185,-130947000,11558000,13409000,2799734.88440825,7311000,-100862000,11602000,51021170.0908434,2746000,10614000,15188000,67626737.7507467,11997000,24528000,37135000,69169829.7521058,34885000,NA
"171","McKESSON CORPORATION","US-TX",5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,2.98e+08,3.27e+08,1.55e+08,4.22e+08,2.86e+08,2.96e+08,3e+08,5.21e+08,3.8e+08,4.01e+08,2.98e+08,2.59e+08,4.24e+08,4.04e+08,6.5e+07,3.7e+08,4.03e+08,4.69e+08,4.72e+08,1.32e+08,5.76e+08,6.17e+08,6.34e+08,4.31e+08,5.42e+08,3.07e+08,6.33e+08,3.588e+09,3.09e+08,1e+06,9.03e+08,-1.146e+09,-1.38e+08,4.99e+08,4.69e+08,-7.96e+08,4.23e+08,-7.3e+08,1.86e+08,1.021e+09,4.44e+08,5.77e+08,-6.226e+09,6.66e+08,4.86e+08,2.67e+08,-7e+06,NA
"172","Azenta, Inc.","US-MA",3559,"Special Industry Machinery, NEC",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,16572000,5258827.57435211,23955000,26823000,66915000,12692000,2823000,9721000,8028000,5185908.8950553,-9236000,-538000,1544000,7433951.29977532,3448000,3189000,24476000,15135469.8906742,-2734000,2711000,7681000,8010450.78557957,-4648000,-83939000,8564000,7903894.88909926,13871000,14005000,17350000,7390931.49778969,16486000,67020000,22717000,14113953.9701753,14415000,3421000,7254000,5657379.26122951,13057000,9127000,13696000,28973000,7716919.14316375,8533003.69587431,12183185.2756354,21805000,6736843.80376247,NA
"173","TAKE-TWO INTERACTIVE SOFTWARE, INC.","US-NY",7372,"Services-Prepackaged Software",580753999.95636,734589999.957485,-717999999.744517,-81017098.4973845,1448359.96986661,2140157.82379123,7931858.3135332,5132450.80753838,26314000,3339000,40859000,-22054000,-8713000,-47371000,14104000,-66836000,-110838000,-12491000,71365000,22473000,-61914000,-124120000,578426000,-30787000,-35403000,-41369000,40093000,-242791000,-67023000,54735000,-42413000,46399000,-38567000,36432000,-29842000,99280000,60276000,25367000,25140000,90853000,71693000,25367000,179948000,56829000,46280000,71815000,163642000,122722000,88505000,99321000,182248000,8533003.69587431,152300000,10200000,144600000,NA
"174","PREMIER FINANCIAL CORP.","US-OH",6022,"State Commercial Banks",64152748.7826493,132064323.418024,17796801.3970635,16362970.4741381,5066581.36961389,4403784.1949759,5249152.32493803,2564232.85348384,2059000,2275000,2838192.9274558,2660000,4750000,4061000,4064000,4153000,3921000,5434000,5156000,2364613.61554519,3098053.71591184,2954198.78380808,3283030.33107109,2448668.10338126,2867368.43612162,3564560.67235393,3306288.84917902,3450303.86269413,4103682.57331798,4514909.57047736,4505010.75906744,3946860.92407035,4388570.06153859,4253503.15008954,4119001.20725081,4590808.4010342,4986253.08226384,4776539.12380814,2160620.85102557,4893252.12203685,5957939.9610172,5828701.62635272,4829695.51922047,11482000,12199000,13171000,12518000,-22483000,29057000,25655000,30848000,40996000,31385000,28360000,25310000,NA
"175","OPTICAL CABLE CORPORATION","US-VA",3357,"Drawing & Insulating of  Nonferrous Wire",64043238.213173,132048482.934412,17810315.8950445,16372801.7775359,-2725741.80645897,-11560151.6652391,38213087.0777526,-9648377.79374799,575369,25296.5588209592,402311,-89843,117809,236039,192444,948925,1173428,434520,129820,42485,-124611,-90531,-412136,-143277,292484,947156,-228183,-490144,-572572,-2964766,-1745021,-983122,188163,761158,-615767,-239082,-295160,-588762,-410135,1390865,438353,-643388.917860548,-3310020,-617425,-1085294,-369477.716117389,-2591888,-1689181,-1433830,-257482.240486873,-536339.447881276,-417892.682908268,-652831.40062337,168331.063951533,-935793,NA
"176","STAR GROUP, L.P.","US-CT",5990,"Retail-Retail Stores, NEC",64142869.487201,132048482.934412,17810315.8950445,30810999.9989125,-1404465.18740755,-41172999.9768613,39105201.6933462,62124675.5842435,-9991000,-32756.3576149398,20558000,48681000,-18197000,-26698000,2931000,40482000,-11789000,-5635000,9752000,41679000,-7588000,-13937000,19288000,52216000,-9592000,-25828000,15554000,75687000,-8359000,-45326000,12058000,55209000,-3238000,-19095000,18275000,39704000,-13332000,-17747000,30182000,54778000,-8005000,-21450000,2315000,72325000,-23098000,-33905000,27755000,58408000,-46000,-30199000,37860000,85164000,-12054000,-23233000,14489000,NA
"177","TRANSACT TECHNOLOGIES INC","US-CT",3577,"Computer Peripheral Equipment, NEC",64142862.4270638,132048482.935326,17810315.8942637,16372801.7769679,-2729999.69716835,-11581998.4458544,38213087.0775106,-9657999.31070444,1145000,1052000,89107.620753906,1825000,1442000,839000,570000,1208000,508000,23000,1882000,1160000,1215000,1451000,1109000,144000,1388000,1028000,532000,625000,753000,883000,1356000,625000,753000,883000,1356000,943000,867000,1813000,-412000,680000,1210000,2574000,962000,746000,186000,384000,-8e+05,-992000,-1853000,-867000,-1918000,-2089000,-2030000,901000,-823000,NA
"178","TIMBERLAND BANCORP, INC.","US-WA",6036,"Savings Institutions, Not Federally Chartered",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,804000,1863526.24452616,1359000,1083000,-1280000,-73000,1611000,1159000,1434000,895000,1727000,1451000,2159000,1646000,1611000,1159000,1434000,2955000,1727000,1451000,2159000,4514726.88159646,2528000,2380000,2547000,2699000,3147000,3128000,4277000,3615000,3614000,4269000,4416000,4422000,5615000,6114000,5956000,6335000,6652000,5049000,6211000,6357000,7290000,7251000,7024000,6018000,5485000,NA
"179","Hackett Group, Inc.","US-FL",8742,"Services-Management Consulting Services",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,4423000,4107000,2838070.37768853,3327000,4403000,4346000,9693000,3533000,3845000,2636000,6683000,1958000,2930000,2635000,1206000,405000,2828000,2936000,3542000,3005000,3691000,3058000,4055000,4382000,5446000,5488000,6225000,7874000,4750000,5289000,9441000,7367000,11521000,5157000,-136000,7094000,6989000,6909000,2285000,5527000,-3933000,2986000,893000,6361000,10532000,8131000,16521000,NA
"180","CERES CLASSIC L.P.","US-NY",6221,"Commodity Contracts Brokers & Dealers",619197928.072688,584418249.717143,17810304.3303346,171098153.043812,158794813.926346,188892535.467866,318797005.967193,148894395.18392,-5947718,6813361,6738895.8518219,-11409051,-17990180,-25027856,1131695.66216623,2739701,-14989111,-1435549,753670.495698396,18279603,-20765059,4521517,-1755230.2395579,-22462599,12145022,8391528,-1779816.353734,17208779,-14823972,-2850976,-4501129.95583494,-8818949,3599074,-9005091,-3657925.00522189,-2025299,-7595770,-429394,-9569429.51207775,-8740405,-2854440,5704419,414761.822070971,4684309,4530299,9309163,-3139050,-31971745.176882,-60431194.7355482,-4744708.27012208,-6815544.89809962,4490086,6731394,-339466,-2793078,NA
"181","KNOW LABS, INC.","US-WA",6199,"Finance Services",64142869.508007,132048482.962509,17810315.8950444,16372801.78304,-2729999.99583149,-11581999.9795782,38213087.0893519,-9657999.98059983,-436554,25288.6811533285,-259772,-520001,-949497,64068.875095967,-559621,-630853,-736829,-64638.9439813731,-707619,-2346968,-2402937,5798.46029954941,-861767,-1719671,1336506,-658945.340964795,-3157309,2242251,767280,-562969.824603833,-800076.771374873,-840769.099105897,-482095.89452956,-189787.724131322,-573447.360554934,-675009.173553129,-868645.094867412,-261753.937620056,-528265,-1299154,-506254,-643630.272343982,-769203,-1442238,-2154266,-369612.843378002,-3015013,-3330513,-2905086,-257602.269361543,-5299331,-5373618,-7090863,168369.268347469,-5356619,NA
"182","NETSCOUT SYSTEMS, INC.","US-MA",7373,"Services-Computer Integrated Systems Design",64143043.062827,132048761.250584,17810078.3440626,30810651.3467277,-1404460.30393076,-41172700.7595536,39105125.2311582,62124486.01851,7145000,8248000,11101000,10771000,2399000,7051000,10031000,12947000,5008000,9910000,11138000,14553000,5253000,9883000,17294000,16676000,11476000,11233000,17629000,20854000,7669000,-7915000,-24507000,-3616000,-8998000,-1266000,21245000,22310000,-24222000,-2468000,89685000,16817000,-62504000,-26428000,-3603000,19211000,-29343000,-17472000,36725000,7336000,-17420000,-3686000,29021000,101186755.452585,-11341000,7896000,47725000,NA
"183","FLUX POWER HOLDINGS, INC.","US-CA",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",64142869.4872007,132048482.934411,17810315.8950444,16372801.7775358,-2729999.99894671,-11581999.9946761,38213087.0777525,-9657999.99262838,-7000,-7000,89107.6234720229,-12108,-16188,-350000,-293000,-496000,-120764.968522186,-9000,876000,-1098000,-286410.667464406,-746000,-915000,-1745000,-271899.911586061,-197000,-618000,-632000,-277476.267999968,-1008000,-1216000,-1232000,-482095.894307735,-1179000,-1035000,-1162000,-868645.094324239,-1446000,-1839000,-1753000,-875663.965527067,-2401000,-2924000,-3814000,-916525.64422581,-3814000,-3307000,-3965000,-1236160.63790952,-3984000,-3364000,-1725000,-653284.912420602,-4363000,-5379000,NA
"184","SONNET BIOTHERAPEUTICS HOLDINGS, INC.","US-NJ",2834,"Pharmaceutical Preparations",64142869.4872007,132048482.934411,17810315.8950444,16372801.7775358,-2729999.99894671,-11581999.9946761,38213087.0777525,-9657999.99262838,-114125,-149356,89107.6234720229,225707,-225987,-495756,-58901.585509652,-703785,-843616,-739766,-54195.4242162391,-737843,-706944,-1423472,-214260.809968983,-1450310,-551440,-551440,-576859.299967023,-2268001,-3555911,-4516712,-800076.771104308,-1425363,-5053281,-904017,-573447.360313796,-1727066,-1946872,-1710775,-938129.141433371,-2597432,-760460,-1237875,-292047,-283680,-1416059,-3884741,-2469054,-2496747,-11779050,-257602.269065174,-5877240,-6039107,-6115541,168369.26848444,-6200981,NA
"185","BERKSHIRE HILLS BANCORP, INC.","US-MA",6036,"Savings Institutions, Not Federally Chartered",578523732.312314,732383357.927654,-704542950.124987,-79813134.6435856,1451950.62783767,2143019.75401245,7926326.36818377,5126480.56592227,3438000,3454000,5182580.95365328,2835000,1877000,4392000,3902166.73825303,5844000,6648558.69664352,5179662.40692083,6713426.89557383,8817623.69206009,8996358.49493811,7422368.16225367,12024441.9616214,11021914.1553185,10747884.4349092,15098021.9252471,7064359.00652886,6755028.34873923,5303692.33460596,8002671.12372496,3793809.75109775,16001000,15957000,16381000,10331000,15460000,19694000,22903000,-2810000,25248000,34031000,32227000,14259000,23635000,25448000,22616000,25751000,-19870000,-549381000,21225000,15009000,13031000,21636000,63749000,20248000,NA
"186","GSI TECHNOLOGY INC","US-CA",3674,"Semiconductors & Related Devices",64142869.4872007,132048482.934411,17810315.8950444,16372801.7775358,-2729999.99894671,-11581999.9946761,38213087.0777525,-9657999.99262838,4379000,5247000,5838000,-307815.574706145,3272000,1664000,991000,-346977.815675389,920000,1132000,844000,950000,-441000,386000,-734000,-5400000,-1446000,-950000,148000,-2730000,-917000,-347000,-819000,-87000,260000,626000,348000,-1349000,-1512000,-1740000,-1528000,265000,-1646000,-351000,2262000,-102000,-125000,-1768000,-4620000,-3824000,-6076000,-5231000,-5216000,-4982000,-4209000,-4567000,-4581000,NA
"187","SIERRA BANCORP","US-CA",6022,"State Commercial Banks",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,2544000,887000,2838070.37768853,1529000,2184000,2526000,1541000,1879000,2573000,1635000,2098000,2334000,3799000,3367000,3869000,3799000,4237000,3551000,3653000,3738000,4557000,4410000,5362000,4035000,4086000,3929000,5517000,4551000,5202000,5742000,4044000,6710000,7992000,7071000,7904000,8895000,8829000,8952000,9285000,7807000,8303000,10355000,8979000,11078000,11708000,10605000,9621000,NA
"188","PHARMACYTE BIOTECH, INC.","US-NV",2836,"Biological Products, (No Diagnostic Substances)",64142869.4872007,132048482.934411,17810315.8950444,16372801.7775358,-2729999.99894671,-11581999.9946761,38213087.0777525,-9657999.99262838,-134260,-45820,-124101,-307815.574706145,-686020,-437152,-271779,-346977.815675389,-510517,-382816,-376843,-131655.8117955,-4666367,-5658070,-458772,-16470811,-1584824,-2864443,-1458050,-4020389,-1515038,-1635582,-1791097,-1122067,-1031966,-974551,-1282146,-1155022,-1688415,-1814298,-2030660,-217997.076860443,-1215363,-1036574,-676347,-804033.880446863,-1134075,-1067122,-875308,-1090750.61295772,-883944,-950192,-757096,-418093.905275123,-1025418,-979746,-811290,NA
"189","Western New England Bancorp, Inc.","US-MA",6035,"Savings Institution, Federally Chartered",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,-386000,699000,2838070.37768853,1286000,1565000,1494000,1529000,2339000,974000,1387000,1554000,1782000,1584000,1581000,1809000,1648000,1342000,1510000,1661000,1338000,1364000,1611000,1401000,1964000,389000,628000,1853000,5103000,3756000,3815000,-353000,3519000,5138000,3909000,3842000,3430000,3257000,3225000,3437000,2080000,2021000,2101000,5013000,5791000,5652000,6036000,6220000,NA
"190","WESTWOOD HOLDINGS GROUP, INC.","US-TX",6282,"Investment Advice",64142869.4872006,132048482.934411,17810315.8950444,16372801.7775358,5067000.00013283,4404000.00009334,5249000.00092664,2564104.48338858,2493000,2599000,2838070.37768853,3549000,3737000,3283000,4117000,3785000,2198000,2504000,3603000,2818000,4955000,4301000,5763000,5562000,8591000,7118000,5978000,5610000,9795000,7013000,4687000,3522000,5661000,5887000,7577000,6064000,6896000,4132000,2897000,7978000,7992000,5368000,5413000,392000,1861000,1117000,2541000,1102000,-2575000,-10289000,2815000,4101000,970000,1879000,2813000,NA
"191","GB SCIENCES INC","US-NV",1311,"Crude Petroleum & Natural Gas",64142869.4872007,132048482.934411,17810315.8950444,16372801.7775358,-2729999.99894671,-11581999.9946761,38213087.0777525,-9657999.99262838,-351976,-139955,-102590,-307815.574706145,-378850,-74582,-33552,334603,334603,-64638.9440729728,-54195.4242162391,-42204,-286410.667464406,273953,-183048,-584734.649962254,-1445218,-1670099,-621622,-770436.711184083,-1341748,-2680997,-1096859,-840769.098603122,-1340709,-2467304,-3524380,-675009.173255507,-3082209,-3145080,-6962179,-217997.076860443,-5167339,-9739649,-3763241,-804033.880446863,-2406667,-2683041,1344474,-1090750.61295772,-1846700,-805458,-593984,-418093.905275123,-632417,-555856,4325537,NA
