"","cik","entityName","loc","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4","2021Q1","2021Q2","2021Q3","2021Q4","2022Q1","2022Q2","2022Q3","2022Q4","2023Q1","2023Q2","2023Q3","2023Q4","2024Q1","2024Q2","2024Q3","2024Q4","sic","sicDescription"
"137","0000108385","WORLD ACCEPTANCE CORPORATION","US-SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,18714000,20235000,18064000,34236000,20182000,23304000,19582000,37626000,22615000,22901000,20674000,37900000,23112000,21565000,22954000,38977000,22556000,21274000,18489000,48515000,23632000,19187000,14751000,29826000,16618000,15491000,9640000,31851000,13067000,9800000,1680000,29143000,-21503000,14538000,6260000,37940000,8608000,2513000,-6267000,23303000,15509000,13398000,14491000,44884000,15771000,12439000,7327000,18382000,-8566000,-637000,5806000,24632000,9539000,16082000,16666000,35058000,NA,NA,13389000,6141,"Personal Credit Institutions"
"138","0000109177","Spectrum Brands Holdings, Inc.","US-WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,-51618000,NA,-20070000,-61950000,217304000,NA,39500000,1.2e+07,-135100000,NA,74100000,-33300000,103600000,NA,-26800000,-75500000,98300000,NA,-109800000,-228300000,-75600000,-143100000,-33900000,-24700000,-132900000,-7300000,212200000,-8.2e+07,2100000,-26300000,507400000,-28900000,405600000,-115800000,-112500000,728600000,-25900000,-95700000,-35800000,-56900000,145100000,45400000,72100000,36600000,30700000,50200000,8200000,15900000,32700000,NA,-20900000,-53700000,1859200000,NA,29100000,61100000,6100000,NA,23500000,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies"
"139","0000205402","GRAYBAR ELECTRIC COMPANY, INC.","US-MO",NA,NA,NA,NA,NA,NA,NA,NA,NA,9569000,19925000,NA,11528000,23921000,32546000,13430000,16355000,42788000,20012000,7136000,7946000,21891000,28633000,22593000,11321000,29044000,30464000,16599000,12460000,25088000,28311000,25209000,15045000,25635000,30129000,22270000,17700000,33300000,29400000,-8800000,21100000,44500000,53600000,24100000,34300000,4.7e+07,48800000,14400000,21400000,37100000,34500000,28800000,47200000,80100000,74300000,60800000,102200000,127600000,126100000,9.7e+07,124800000,124200000,117700000,96700000,105200000,110400000,110200000,97300000,5063,"Wholesale-Electrical Apparatus & Equipment, Wiring Supplies "
"140","0000216877","PISMO COAST VILLAGE, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,243324,283681,-242,-42219,280241,293563,-12870,-29665,284692,NA,32457,160321,280430,NA,36524,99836,338536,NA,88633,52762,417520,NA,105988,223535,226132,NA,112516,112151,497425,NA,181636,577695,441584,423285,146933,180699,671230,479371,121654,102875,-32414,686741,306352,402206,1354311,NA,447617,NA,NA,NA,34334,-7430,590000,NA,16000,17000,656000,NA,-55000,7000,"Hotels, Rooming Houses, Camps & Other Lodging Places"
"141","0000278166","CAVCO INDUSTRIES INC.","US-AZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,518000,680000,24000,NA,10222000,1685000,1677000,1653000,860000,1254000,1457000,1392000,1826000,4310000,5892000,4210000,5759000,5467000,6638000,5953000,5385000,8070000,8098000,6988000,5443000,9341000,12283000,10888000,11753000,6182000,21427000,22140000,19691000,15576000,13384000,19971000,21282000,20885000,20898000,NA,16674000,15049000,19701000,NA,27046000,37610000,79419000,NA,59602000,74116000,59524000,NA,46357000,41539000,35987000,NA,NA,NA,56462000,2451,"Mobile Homes"
"142","0000318299","SPARTA COMMERCIAL SERVICES, INC.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1342784,-502852,-807934,NA,-365471,-674110,-653450,NA,-1061981,-879198,-840959,NA,-634004,-737302,-731901,NA,-558948,-1154306,-1398950,NA,-1628300,-1164684,-1443893,NA,-1187464,1790,-2143509,NA,-366889,-583396,-699926,NA,439597,-1541344,-256633,NA,-1748323,873016,-86227,NA,-2214895,-173122,-120808,NA,380140,-4759169,-1743526,NA,1105275,2355087,-96043,NA,-208634,-362419,-96043,NA,-964516,-417800,-406141,7389,"Services-Business Services, NEC"
"143","0000706863","UNION BANKSHARES, INC.","US-VT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1526000,1460000,NA,1028000,1031000,1427000,1733000,1227000,1438000,1981000,2198000,1737000,1797000,2073000,1528000,1764000,1919000,2126000,1885000,1884000,2017000,2050000,1927000,1759000,2139000,2268000,2345000,1930000,2227000,2370000,1922000,2747000,2450000,2311000,-436000,2621000,2530000,2738000,2759000,2196000,2668000,4147000,3794000,2876000,2991000,3925000,3378000,2482000,2931000,3758000,3444000,2977000,2699000,2532000,3049000,2417000,2019000,1324000,3001000,6022,"State Commercial Banks"
"144","0000707605","AMERISERV FINANCIAL INC /PA/","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,477000,609000,NA,1263000,1938000,1566000,1770000,1565000,1432000,1307000,735000,1056000,1070000,1226000,1841000,930000,979000,365000,749000,1369000,1421000,1833000,1374000,-1267000,1362000,1065000,1150000,1348000,1389000,1551000,-995000,1767000,1744000,2329000,1928000,1878000,1792000,1689000,669000,1409000,1419000,1078000,692000,2081000,1708000,1431000,1852000,2418000,1981000,2102000,947000,1515000,-187000,647000,-5321000,1904000,-375000,1183000,889000,6021,"National Commercial Banks"
"145","0000715446","ANIXA BIOSCIENCES, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1270133,NA,-1526109,-1287040,-1773498,-2791389,-886085,-877109,-629102,-1860503,-2094987,-2476453,-2581892,NA,-3614428,-3249443,411001,NA,3752220,-2236671,-1602179,NA,-1593089,-1271894,-1103775,NA,-3598035,160489,-1794400,NA,-1838072,-1378534,-5476926,NA,NA,NA,-2140028,NA,-2592543,-2640093,-2561684,NA,-2208000,-2399000,NA,NA,-3829000,-3544000,-2746000,NA,-2322000,-2288000,-2511000,NA,-3255000,-3139000,-3277000,NA,-3184000,2834,"Pharmaceutical Preparations"
"146","0000716314","GRAHAM CORP","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,878000,1557000,759000,NA,3016000,5468000,1640000,429000,1390000,2615000,3047000,4096000,3808000,2589000,1431000,2317000,2392000,4186000,3992000,4165000,2361000,1976000,1274000,520000,85000,1297000,1840000,1801000,935000,10000,-11622000,833000,2323000,1827000,95000,-4553000,82000,1205000,9000,576000,-1818000,2744000,1060000,388000,-3126000,-492000,-3730000,NA,676000,-196000,368000,NA,2640000,411000,165000,NA,2966000,NA,1588000,3560,"General Industrial Machinery & Equipment"
"147","0000720154","INOTIV, INC.","US-IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,288000,NA,310000,483000,418000,NA,-1547000,-1828000,-246000,NA,256000,-311000,576000,NA,-662000,-219000,215000,NA,182000,150000,1478000,NA,-506000,-254000,-433000,NA,17000,417000,221000,NA,26000,55000,-75000,NA,-85000,-569000,-426000,NA,-1426000,-588000,NA,NA,NA,NA,NA,NA,-83047000,-6087000,-3728000,NA,-87323000,-9994000,1840000,NA,-15388000,-48079000,-26087000,NA,-27630000,8731,"Services-Commercial Physical & Biological Research"
"148","0000725363","CEL-SCI CORPORATION","US-VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-601124,NA,-6250952,-14029604,-3114255,-2317532,-3581213,-8493959,-835446,-2566692,-2310246,-713371,-4447473,-1699857,-4334418,-13365580,-2444480,-7221787,-7845318,-12556236,-4429137,NA,2332734,-8855530,-3861606,NA,3521153,-8426491,-4464063,NA,-6187830,-4708135,-6014568,NA,1245902,-6447681,-12084768,NA,-5531360,-9067818,-10276979,NA,-7936864,-11281120,-8938268,NA,-8782606,-9823492,-9632584,NA,-7853509,-8342809,-8367281,NA,-6709524,-7244891,-6856558,NA,-7073062,2836,"Biological Products, (No Diagnostic Substances)"
"149","0000731653","UNITED BANCORP INC /OH/","US-OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,701000,710000,NA,738000,752000,801000,8e+05,761000,731000,451000,455000,465000,469000,1079000,599000,485000,716000,718000,732000,694000,805000,859000,866000,845000,907000,928000,901000,850000,916000,1e+06,780000,1148000,1212000,1331000,591000,1614000,1646000,1781000,1769000,1579000,1675000,2059000,2640000,1908000,2185000,2902000,2456000,1751000,2297000,2303000,2306000,1888000,2280000,2392000,2390000,1993000,1739000,1820000,1849000,6022,"State Commercial Banks"
"150","0000750558","QNB Corp.","US-PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1963000,1618000,NA,2211000,2435000,2322000,1912000,2471000,2505000,2074000,2125000,2408000,1894000,2128000,1962000,2296000,2172000,2044000,2486000,2136000,1934000,2220000,1943000,2265000,2098000,2292000,2269000,2860000,2386000,2554000,489000,2935000,2862000,3211000,2327000,3379000,3143000,3090000,2745000,220000,3934000,3778000,4151000,5050000,3869000,3424000,4149000,3710000,3349000,3415000,5447000,4118000,1887000,2344000,1134000,2594000,2465000,3338000,3051000,6022,"State Commercial Banks"
"151","0000771856","CHAMPIONS ONCOLOGY, INC.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-591000,-54000,-415000,NA,-2037000,-2349000,-1719000,NA,-1323000,-1974000,-990000,NA,-2232000,-2318000,-574000,NA,-3548000,-3078000,-2816000,NA,-2913101,-2548000,-2412381,NA,-2546449,-504000,-1408904,NA,-674000,-94000,-76000,NA,483000,267000,-369000,NA,-641000,307000,75000,NA,75000,1000,959000,NA,-172000,277000,787000,NA,-319000,-16000,-2439000,NA,-2566000,-2071000,-2530000,NA,1313000,728000,4495000,2836,"Biological Products, (No Diagnostic Substances)"
"152","0000772406","CIRRUS LOGIC, INC.","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,17602000,30874000,24621000,130406000,9178000,11247000,16731000,50827000,6927000,35449000,67862000,26360000,20642000,33367000,41500000,12602000,10248000,852000,22729000,21349000,33354000,34880000,41384000,14012000,18071000,86039000,122041000,35058000,42912000,73300000,33779000,12004000,-4272000,58173000,29933000,6157000,4618000,76210000,68512000,10158000,18209000,59486000,114368000,25281000,17209000,85096000,127636000,NA,39707000,87188000,103477000,NA,15600000,75407000,138723000,NA,42095000,102140000,116005000,3674,"Semiconductors & Related Devices"
"153","0000779544","ARK RESTAURANTS CORP.","US-NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,2916000,NA,-213000,-1553000,2306000,NA,1086000,-404000,2964000,NA,8000,-265000,2629000,NA,563000,-174000,2239000,NA,722000,-583000,3241000,NA,321000,-646000,3367000,NA,1734000,-393000,1386000,NA,1627000,-637000,2657000,NA,-62000,-669000,3962000,NA,1513000,-1778000,-2526000,NA,-763000,4161000,2670000,NA,2209000,1055000,5255000,NA,1725000,-484000,3195000,NA,1370000,-1449000,640000,NA,3164000,5812,"Retail-Eating  Places"
"154","0000792966","FARMERS & MERCHANTS BANCORP, INC.","US-OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1341000,2197000,NA,1981000,1567000,2081000,2885000,2284000,2538000,2441000,2525000,2152000,2502000,2066000,2287000,1958000,2553000,2474000,2661000,2351000,2597000,2620000,2772000,2481000,2974000,3015000,3194000,2839000,3223000,3222000,3436000,3767000,4114000,3875000,3193000,3224000,6180000,4275000,4723000,4105000,4804000,4410000,6776000,4909000,4983000,5920000,7683000,8102000,8271000,8954000,7188000,6466000,6001000,4777000,5543000,5359000,5682000,6516000,8381000,6035,"Savings Institution, Federally Chartered"
"155","0000794619","American Woodmark Corp","US-VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3418000,-7384000,-5828000,NA,-2716000,-2976000,-9114000,-5980000,561000,1950000,2057000,5190000,9238000,7671000,7282000,11308000,15158000,18180000,12013000,13372000,15158000,18180000,12013000,13372000,21661000,17637000,14553000,17348000,22281000,19755000,1996000,19109000,24767000,18488000,26881000,22024000,26881000,22163000,12804000,13013000,16059000,23122000,18445000,NA,2981000,2030000,-49257000,NA,20070000,28784000,14728000,NA,37850000,30341000,21227000,NA,29633000,27686000,16571000,2430,"Millwood, Veneer, Plywood, & Structural Wood Members"
"156","0000807863","MITEK SYSTEMS, INC.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-646564,NA,-800727,569939,325111,NA,26275,-2847356,-2008887,NA,-1359642,-2393275,-2052059,-1470730,-1468000,-2193000,-1633000,2000,146000,507000,918000,955000,-322000,582000,739000,960000,-607000,1217000,616000,12866000,-5736000,-1160000,-2784000,-2127000,-3191000,-716000,-99000,3282000,561000,909000,1348000,4996000,2167000,1019000,2985000,1807000,3123000,435000,-215000,351000,4726000,5169000,-428000,-1444000,-5793000,282000,216000,NA,-4612000,3577,"Computer Peripheral Equipment, NEC"
"157","0000810136","PHOTRONICS, INC.","US-CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,7691000,NA,12111000,-16438000,11265000,9291000,4268000,8818000,10950000,3832000,2323000,4863000,5940000,4840000,1993000,15540000,4186000,4277000,3837000,10060000,12106000,18622000,21002000,11854000,8088000,5256000,1946000,1797000,4001000,5386000,5898000,10665000,13005000,12487000,5267000,8479000,6347000,9700000,10300000,6284000,10776000,6460000,8036000,10526000,17076000,NA,23064000,27432000,31230000,NA,13986000,39929000,NA,NA,26180000,36251000,34388000,NA,42851000,3674,"Semiconductors & Related Devices"
"158","0000820771","GOLIATH FILM AND MEDIA HOLDINGS","US-NV",NA,NA,NA,NA,NA,NA,NA,NA,NA,-42147,NA,-18435,NA,-106148,-44963,-55141,NA,-27615,-18582,-11397,NA,-26938,-20092,-19464,NA,-75256,-90317,-47233,NA,-8614,-9502,-27275,NA,47958,-5513,-17589,NA,-1813,-21944,-5576,NA,-12060,-11124,3157,NA,-12502,-2199,-19,NA,-12157,-10957,33660,NA,-13555,-8119,-6569,NA,-17056,-8404,-7297,NA,-10817,-10764,38112,NA,-10241,8208,-8017,7822,"Services-Motion Picture & Video Tape Distribution"
"159","0000825324","Good Times Restaurants Inc.","US-CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,-565000,NA,-405000,-399000,-7000,NA,-367000,-395000,-13000,NA,-340000,-325000,141000,NA,-223000,-480000,162000,NA,-410000,-435000,107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,-583000,-431000,304000,NA,-1051000,-450000,540000,NA,-811000,-14916000,289000,NA,802000,1097000,13634000,NA,330000,-2150000,469000,NA,-127000,10621000,842000,NA,-556000,618000,1321000,NA,164000,5812,"Retail-Eating  Places"
"160","0000834071","TOYOTA MOTOR CREDIT CORPORATION","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7e+08,2.69e+08,6.26e+08,NA,4.65e+08,4.51e+08,4.32e+08,1.38e+08,4.77e+08,3.26e+08,2.83e+08,2.45e+08,9.1e+07,2.44e+08,1.93e+08,3.29e+08,3.64e+08,2.91e+08,3.07e+08,2.35e+08,1.35e+08,2.65e+08,3.42e+08,1.9e+08,2.41e+08,1.63e+08,-4.6e+07,-9.1e+07,1.65e+08,1.17e+08,3.076e+09,5.2e+07,9.2e+07,1.94e+08,2.14e+08,2.95e+08,3.59e+08,4.59e+08,1.81e+08,-8.6e+07,3.74e+08,6.55e+08,6.68e+08,3.2e+08,9.21e+08,6.22e+08,7.48e+08,NA,1.7e+08,1.19e+08,3.64e+08,NA,3.92e+08,1.78e+08,5.61e+08,3.29e+08,3.57e+08,4.29e+08,4.29e+08,6141,"Personal Credit Institutions"
"161","0000849401","ADM TRONICS UNLIMITED, INC.","US-NJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,-73317,-200938,-109769,NA,-50445,31646,-33606,NA,-13827,-89555,-192675,NA,-66238,-53874,32537,NA,35828,129371,114653,NA,434228,508503,237075,NA,521230,428894,-42621,NA,2633,36,-147695,NA,22617,118407,-142914,NA,52769,-27409,-119545,NA,-115736,61911,-67875,NA,-30672,-37156,-72393,NA,-38666,100043,93771,NA,-132261,-228105,-105015,NA,272168,-52687,-237677,3845,"Electromedical & Electrotherapeutic Apparatus"
"162","0000854775","DIGI INTERNATIONAL INC.","US-MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,3812000,NA,2316000,2239000,3615000,2849000,724000,2122000,2307000,2462000,1230000,1e+06,1528000,2047000,688000,738000,-101000,426000,-339000,1446000,2496000,2985000,6450000,2137000,4277000,3844000,2357000,1331000,1335000,4343000,-4487000,-126000,2904000,3340000,4682000,1342000,1648000,2286000,208000,2004000,1766000,4433000,-307000,2928000,3157000,NA,1187000,2847000,4126000,NA,5779000,5899000,6727000,NA,-3054000,3994000,9702000,NA,10083000,3576,"Computer Communications Equipment"
"163","0000863894","VERU INC.","US-FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,75159,NA,386668,80998,416667,NA,2659944,1904429,2549743,NA,3533846,3491669,726911,6590172,1464603,375081,1159498,-566121,804917,1667574,1170974,702571,1490363,35045,570258,-1750941,-1366181,-1776642,-789889,-2679335,-4257152,-3831218,-7930508,NA,-2148798,-4034035,-2774076,NA,-3305101,-810509,-3025380,NA,17227701,-2845981,-2692866,NA,-6380006,-14177830,-22195576,NA,-38708957,-33788974,-12522646,NA,-8275981,-10025948,-10968874,NA,-8945347,2834,"Pharmaceutical Preparations"
"164","0000874866","CORVEL CORPORATION","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,7760000,7533000,6724000,NA,8198000,7881000,5400000,5073000,6596000,6630000,5924000,7580000,8609000,8675000,8775000,8333000,8299000,7883000,6832000,5576000,6900000,8267000,6691000,6667000,7491000,6952000,7049000,7987000,8775000,8393000,9569000,8958000,11778000,12789000,10298000,11838000,13407000,12871000,9352000,11747000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19805000,19898000,17095000,NA,21577000,23398000,23771000,6411,"Insurance Agents, Brokers & Service"
"165","0000879407","Arrowhead Pharmaceuticals, Inc.","US-CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-371055,NA,-1437682,2905237,-1819917,NA,-2485505,-5335233,-7991510,NA,-4614159,-6757937,-6079010,-13692183,-10628312,-13942521,-11626919,-22432438,-22575282,-28683993,-15936053,-24745554,-19264414,-20815860,-19420743,-22221985,-12086108,-6042557,-5519741,-10731889,-13198878,-14884311,-15606017,NA,12037253,23896982,20335708,NA,-2673000,-19836000,-13611000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48675000,NA,NA,-132864000,NA,NA,NA,-173085000,2834,"Pharmaceutical Preparations"
"166","0000880641","EAGLE FINANCIAL SERVICES, INC.","US-VA",NA,NA,NA,NA,NA,NA,NA,NA,NA,1485000,81000,NA,1167000,1323000,1139000,693000,1714000,2002000,1253000,1581000,1803000,2001000,1505000,1849000,1363000,1958000,1385000,2434000,1455000,798000,3289000,1355000,1525000,1610000,1430000,1805000,2042000,2027000,2007000,1710000,2539000,2521000,1860000,2081000,2571000,2126000,2231000,2831000,2441000,2819000,3406000,2506000,2862000,3003000,2873000,2283000,3250000,3992000,4082000,3197000,2585000,2058000,2319000,2395000,2548000,3185000,3424000,6186000,6022,"State Commercial Banks"
"167","0000913778","BF GARDEN TAX CREDIT FUND IV L.P.","US-MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2275574,-3048183,-2178847,NA,-1836463,-2778069,-2299065,NA,-497217,-1719935,4661388,NA,-1398925,2362655,2666825,NA,5627018,-1257807,359209,NA,2812777,6966568,1405928,NA,7035858,1459505,2679398,NA,3874515,4726671,418875,NA,562532,929119,-186792,NA,4700300,6380613,2593888,NA,-191394,1041,638154,NA,320627,1066982,-173598,NA,3243726,-124334,274261,NA,959983,-105176,-55951,NA,-61680,-129992,497835,6513,"Operators of  Apartment Buildings"
"168","0000915358","SIGMATRON INTERNATIONAL, INC.","US-IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,857989,586050,254818,NA,240961,158267,85656,649440,-93144,482834,-216776,320047,967464,784654,743794,422779,16810,146429,564080,176093,658806,1156298,218728,48827,146597,33295,-47852,1258166,382882,736115,31338,-4392205,-526607,-723941,-595526,980960,361025,661183,249268,-362067,-900666,626858,249268,1565559,8796716,3150205,-2724297,641544,1376675,871872,-23077664,NA,262099,28262,599006,-3375524,-3289160,-9466669,3883611,3672,"Printed Circuit Boards"
"169","0000915779","Daktronics, Inc.","US-SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2442000,7007000,1831000,NA,3368000,3959000,1666000,-505000,6678000,11547000,2710000,1844000,5719000,11790000,2871000,1826000,8745000,7737000,561000,3839000,3776000,3168000,-1953000,-2930000,5539000,9021000,-5127000,909000,8429000,7132000,-6189000,-3810000,4574000,8606000,-3319000,-10819000,7030000,7274000,-12734000,-1079000,NA,NA,NA,NA,3685000,2374000,-4350000,NA,-5326000,-12984000,3713000,NA,19196000,2165000,10742000,NA,-4946000,21406000,-17156000,3990,"Miscellaneous Manufacturing Industries"
"170","0000915840","BEAZER HOMES USA, INC.","US-GA",NA,NA,NA,NA,NA,NA,NA,NA,NA,-27816000,NA,-48808000,-53755000,-59120000,NA,739000,-39948000,-39884000,NA,-20388000,-19640000,-5788000,NA,-5138000,-7971000,-12355000,NA,-22340000,-1996000,12175000,NA,999000,-1234000,5782000,NA,-1429000,-7535000,7123000,NA,-130947000,11558000,13409000,NA,7311000,-100862000,11602000,NA,2746000,10614000,15188000,NA,11997000,24528000,37135000,NA,34885000,44672000,54324000,NA,24331000,34707000,43817000,NA,21728000,39171000,27210000,NA,3130000,1531,"Operative Builders"
"171","0000927653","McKESSON CORPORATION","US-TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98e+08,3.27e+08,1.55e+08,4.22e+08,2.86e+08,2.96e+08,3e+08,5.21e+08,3.8e+08,4.01e+08,2.98e+08,2.59e+08,4.24e+08,4.04e+08,6.5e+07,3.7e+08,4.03e+08,4.69e+08,4.72e+08,1.32e+08,5.76e+08,6.17e+08,6.34e+08,4.31e+08,5.42e+08,3.07e+08,6.33e+08,3.588e+09,3.09e+08,1e+06,9.03e+08,-1.146e+09,-1.38e+08,4.99e+08,4.69e+08,-7.96e+08,4.23e+08,-7.3e+08,1.86e+08,1.021e+09,4.44e+08,5.77e+08,-6.226e+09,6.66e+08,4.86e+08,2.67e+08,-7e+06,NA,7.68e+08,9.26e+08,1.079e+09,NA,9.58e+08,6.64e+08,5.89e+08,NA,9.15e+08,2.41e+08,8.79e+08,5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries"
