year,cik,entityName,loc,sicDescription,pred_cluster,yearly_gross
2021,1227654,"Compass Minerals International, Inc.",US-KS,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),0,-2.1139999999999994
2024,38264,"Forward Industries, Inc.",US-NY,"Plastics Products, NEC",1,-0.01770725
2024,915779,"Daktronics, Inc.",US-SD,Miscellaneous Manufacturing Industries,1,0.1004600000000001
2022,1603345,AGENTIX CORP.,US-CA,"Biological Products, (No Diagnostic Substances)",2,-0.029599709999999998
2024,278166,CAVCO INDUSTRIES INC.,US-AZ,Mobile Homes,9,1.6442300000000012
2021,1479681,NUTEX HEALTH INC.,US-TX,"Services-Business Services, NEC",9,1.7418240900000022
2023,1002047,"NetApp, Inc.",US-CA,Computer Storage Devices,7,7.6
2024,320187,"NIKE, Inc.",US-OR,Rubber & Plastics Footwear,1,45.58
2023,56679,KORN FERRY,US-CA,Services-Employment Agencies,9,1.152120000000001
2024,1377789,"AVIAT NETWORKS, INC.",US-TX,Radio & Tv Broadcasting & Communications Equipment,7,0.0035599999999998896
2021,1694426,"DELEK US HOLDINGS, INC.",US-TN,Petroleum Refining,0,-1.2830000000000013
2021,1666138,Atkore Inc.,US-IL,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,6.80369999999999
2021,1361538,Primoris Services Corporation,US-TX,"Water, Sewer, Pipeline, Comm & Power Line Construction",1,1.15617
2021,356309,NEW JERSEY RESOURCES CORPORATION,US-NJ,Natural Gas Distribution,0,0.3745900000000002
2021,1589150,"REGEN BIOPHARMA, INC.",US-CA,Pharmaceutical Preparations,2,-0.09127303000000021
2022,96793,"SUNLINK HEALTH SYSTEMS, INC.",US-GA,"Services-General Medical & Surgical Hospitals, NEC",9,-0.015870000000000023
2022,72573,"MOVADO GROUP, INC.",US-NJ,"Watches, Clocks, Clockwork Operated Devices/Parts",1,1.01088
2024,731653,UNITED BANCORP INC /OH/,US-OH,State Commercial Banks,4,0.07400999999999999
2024,1414382,"Concrete Leveling Systems, Inc.",US-OH,Misc Industrial & Commercial Machinery & Equipment,1,-0.0005877899999999999
2021,827054,MICROCHIP TECHNOLOGY INCORPORATED,US-AZ,Semiconductors & Related Devices,7,8.83799999999999
2024,1342423,LIMONEIRA COMPANY,US-CA,Agricultural Production-Crops,1,0.16679000000000002
2021,47217,HP INC.,US-CA,Computer & office Equipment,1,47.36
2022,10456,Baxter International Inc.,US-IL,Surgical & Medical Instruments & Apparatus,1,-24.330000000000002
2021,794619,American Woodmark Corp,US-VA,"Millwood, Veneer, Plywood, & Structural Wood Members",1,-0.25801000000000096
2021,1117297,"QuinStreet, Inc.",US-CA,"Services-Business Services, NEC",9,0.0753900000000002
2023,1300514,LAS VEGAS SANDS CORP.,US-NV,Hotels & Motels,9,12.20999999999998
2023,711377,Neogen Corporation,US-MI,In Vitro & In Vivo Diagnostic Substances,2,0.14396
2022,928465,AMCON DISTRIBUTING CO,US-NE,"Wholesale-Groceries, General Line",6,0.1772479899999998
2021,933034,STRATTEC SECURITY CORP,US-WI,Motor Vehicle Parts & Accessories,1,0.12462000000000001
2024,885275,WILSON BANK HOLDING CO,US-TN,National Commercial Banks,4,0.5653
2021,8858,"AVNET, INC.",US-AZ,"Wholesale-Electronic Parts & Equipment, NEC",1,4.77107
2024,25895,"Crown Crafts, Inc.",US-LA,"Broadwoven Fabric Mills, Cotton",1,0.05999
2022,912728,FORWARD AIR CORPORATION,US-TN,Arrangement of  Transportation of  Freight & Cargo,1,1.931910000000003
2024,1078271,"EXTREME NETWORKS, INC.",US-NC,Computer Communications Equipment,7,-1.319720000000002
2024,1530425,"ARTISAN CONSUMER GOODS, INC.",US-WA,Metal Mining,1,-0.00026174
2022,50292,IEH Corporation,US-NY,Electronic Connectors,7,-0.05392501
2024,1584509,Aramark,US-PA,Retail-Eating  Places,6,2.753200000000002
2023,33002,"ENNIS, INC.",US-TX,Manifold Business Forms,9,0.43737000000000004
2021,318299,"SPARTA COMMERCIAL SERVICES, INC.",US-NY,"Services-Business Services, NEC",9,-0.06243362999999991
2022,879526,WABASH NATIONAL CORPORATION,US-IN,Truck Trailers,1,1.122580000000001
2021,1297341,KENTUCKY FIRST FEDERAL BANCORP,US-KY,"Savings Institution, Federally Chartered",8,0.0148
2021,935419,"RCI HOSPITALITY HOLDINGS, INC.",US-TX,Retail-Eating  Places,6,0.3126799999999999
2023,783412,DAILY JOURNAL CORPORATION,US-CA,Newspapers: Publishing or  Publishing & Printing,6,0.23402000000000012
2022,1382230,"ESSA Bancorp, Inc.",US-PA,"Savings Institutions, Not Federally Chartered",8,0.19535999999999992
2021,1467373,Accenture plc,IE-,"Services-Business Services, NEC",9,61.975570000000005
2021,823277,CHS Inc.,US-MN,Wholesale-Farm Product Raw Materials,1,9.60913999999997
2024,1618732,"NUTANIX, INC.",US-CA,Services-Prepackaged Software,5,0.551210000000001
2024,1128361,"HOPE BANCORP, INC.",US-CA,National Commercial Banks,4,0.9963
2022,66004,MIDDLESEX WATER COMPANY,US-NJ,Water Supply,0,0.4955000000000001
2023,1630113,BIOTRICITY INC.,US-CA,Surgical & Medical Instruments & Apparatus,1,-0.14428928000000002
2024,90168,"SIFCO Industries, Inc.",US-OH,Aircraft Engines & Engine Parts,1,-0.04277
2024,110621,RPM INTERNATIONAL INC/DE/,US-OH,"Paints, Varnishes, Lacquers, Enamels & Allied Prods",1,3.66801
2024,1415744,NORTHERN MINERALS & EXPLORATION LTD.,US-UT,Gold and Silver Ores,1,-0.0019510500000000002
2022,1319161,Warner Music Group Corp.,US-NY,Services-Amusement & Recreation Services,9,4.620000000000001
2021,103595,"VILLAGE SUPER MARKET, INC.",US-NJ,Retail-Grocery Stores,6,0.22605
2022,216877,"PISMO COAST VILLAGE, INC.",US-CA,"Hotels, Rooming Houses, Camps & Other Lodging Places",9,0.013771849999999999
2024,69891,National Beverage Corp.,US-FL,Bottled & Canned Soft Drinks & Carbonated Waters,0,1.816520000000001
2024,4127,"Skyworks Solutions, Inc.",US-CA,Semiconductors & Related Devices,7,5.871
2021,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",US-IA,State Commercial Banks,4,0.69486
2021,927653,McKESSON CORPORATION,US-TX,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",6,14.11999999999998
2024,772406,"CIRRUS LOGIC, INC.",US-TX,Semiconductors & Related Devices,7,3.98963
2023,1442492,"Laredo Oil, Inc.",US-TX,Crude Petroleum & Natural Gas,0,-0.032712640000000015
2024,859070,FIRST COMMUNITY BANKSHARES INC /VA/,US-VA,State Commercial Banks,4,0.51604
2021,729986,UNITED BANKSHARES INC/WV,US-WV,State Commercial Banks,4,3.677379999999999
2023,1413837,FIRST FOUNDATION INC.,US-TX,State Commercial Banks,4,-1.9906399999999997
2022,1367859,"CITIZENS COMMUNITY BANCORP, INC.",US-WI,"Savings Institution, Federally Chartered",8,0.1776100000000001
2021,1624794,"CSW INDUSTRIALS, INC.",US-TX,Adhesives & Sealants,1,0.5829399999999999
2024,1570132,"ANVI GLOBAL HOLDINGS, INC.",US-NC,Retail-Food Stores,6,-0.00198302
2024,1127475,"DIGITAL BRAND MEDIA & MARKETING GROUP, INC.",US-NY,"Services-Business Services, NEC",9,-0.00776606
2024,707605,AMERISERV FINANCIAL INC /PA/,US-PA,National Commercial Banks,4,0.03601
2022,1590976,"MALIBU BOATS, INC.",US-TN,Ship & Boat Building & Repairing,1,1.708419999999999
2022,278166,CAVCO INDUSTRIES INC.,US-AZ,Mobile Homes,9,2.726609999999999
2022,1058811,Immersion Corporation,US-FL,"Computer Peripheral Equipment, NEC",7,0.18666999999999978
2024,1591698,PAYLOCITY HOLDING CORPORATION,US-IL,Services-Prepackaged Software,5,2.57666
2022,1005286,"LIFECORE BIOMEDICAL, INC.",US-MN,Pharmaceutical Preparations,2,-0.50944
2023,1530425,"ARTISAN CONSUMER GOODS, INC.",US-WA,Metal Mining,1,-0.00044476
2021,717423,MURPHY OIL CORPORATION,US-TX,Crude Petroleum & Natural Gas,0,-0.7370000000000001
2021,779544,ARK RESTAURANTS CORP.,US-NY,Retail-Eating  Places,6,0.11710000000000001
2021,1570585,Liberty Global Ltd.,BM-,Cable & Other Pay Television Services,9,-55.46
2024,56701,KOSS CORPORATION,US-WI,Household Audio & Video Equipment,7,-0.009529530000000001
2023,817720,SYNAPTICS INCORPORATED,US-CA,Semiconductors & Related Devices,7,-0.43799999999999906
2023,1075736,"Crexendo, Inc.",US-AZ,Telephone Communications (No Radiotelephone),9,-0.0036200000000000013
2023,1634117,"BARNES & NOBLE EDUCATION, INC.",US-NJ,Retail-Miscellaneous Shopping Goods Stores,6,-0.8209700000000011
2024,927653,McKESSON CORPORATION,US-TX,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",6,26.23999999999996
2024,1078075,"NETSCOUT SYSTEMS, INC.",US-MA,Services-Computer Integrated Systems Design,5,-5.1811599999999896
2022,716314,GRAHAM CORP,US-NY,General Industrial Machinery & Equipment,1,-0.02882000000000001
2022,1046050,"TIMBERLAND BANCORP, INC.",US-WA,"Savings Institutions, Not Federally Chartered",8,0.2562199999999999
2023,812011,"Vail Resorts, Inc.",US-CO,Services-Miscellaneous Amusement & Recreation,9,6.93798999999998
2023,80172,NATIONAL PRESTO INDUSTRIES INC,US-WI,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",1,0.34558999999999984
2021,746598,BRADY CORP,US-WI,Miscellaneous Manufacturing Industries,1,1.43443
2022,1525306,First America Resources Corporation,US-IL,"Wholesale-Electronic Parts & Equipment, NEC",1,-0.0001464600000000001
2024,1070524,"GREENE COUNTY BANCORP, INC.",US-NY,"Savings Institutions, Not Federally Chartered",8,0.2547299999999999
2024,1334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",US-TX,Services-Advertising,9,-1.79254
2024,16058,CACI International Inc,US-VA,Services-Computer Integrated Systems Design,5,4.60815
2023,1409375,"Orion Energy Systems, Inc.",US-WI,Electric Lighting & Wiring Equipment,1,-0.18397
2023,725363,CEL-SCI CORPORATION,US-VA,"Biological Products, (No Diagnostic Substances)",2,-0.3178689500000002
2024,98362,TIMKEN CO,US-OH,Ball & Roller Bearings,1,3.526999999999999
2024,24090,"CITIZENS, INC.",US-TX,Life Insurance,9,0.1491200000000001
2023,56701,KOSS CORPORATION,US-WI,Household Audio & Video Equipment,7,-0.00975722
2022,750558,QNB Corp.,US-PA,State Commercial Banks,4,0.15921000000000002
2021,96885,TEL-INSTRUMENT ELECTRONICS CORP.,US-NJ,Electronic Components & Accessories,7,0.02269431999999999
2021,4127,"Skyworks Solutions, Inc.",US-CA,Semiconductors & Related Devices,7,14.00499999999997
2021,868857,AECOM,US-TX,Services-Engineering Services,9,2.08648
2021,1327068,"United States Oil Fund, LP",US-CA,Commodity Contracts Brokers & Dealers,3,16.02274243999998
2022,104894,ELME COMMUNITIES,US-MD,Real Estate Investment Trusts,3,-0.3086799999999998
2021,775057,ALTEX INDUSTRIES INC,US-CO,Crude Petroleum & Natural Gas,0,-0.0017599999999999998
2023,355019,FONAR CORPORATION,US-NY,Electromedical & Electrotherapeutic Apparatus,1,0.15585
2023,886128,"FUELCELL ENERGY, INC.",US-CT,Electrical Industrial Apparatus,1,-1.02654
2024,1617242,KEARNY FINANCIAL CORP.,US-NJ,"Savings Institution, Federally Chartered",8,0.2745200000000001
2021,829224,Starbucks Corporation,US-WA,Retail-Eating & Drinking Places,6,37.82099999999999
2021,854775,DIGI INTERNATIONAL INC.,US-MN,Computer Communications Equipment,7,0.10429000000000001
2024,854775,DIGI INTERNATIONAL INC.,US-MN,Computer Communications Equipment,7,0.3348099999999996
2022,1438133,"Tandem Diabetes Care, Inc.",US-CA,Surgical & Medical Instruments & Apparatus,1,-0.94593
2023,1591698,PAYLOCITY HOLDING CORPORATION,US-IL,Services-Prepackaged Software,5,1.8786499999999982
2024,949961,"Income Opportunity Realty Investors, Inc.",US-TX,Real Estate Investment Trusts,3,0.08535000000000001
2024,1441236,CLEARWATER PAPER CORPORATION,US-WA,Paperboard Mills,1,1.963
2024,65312,"EVI Industries, Inc.",US-FL,Services-Personal Services,9,0.06272
2024,706863,"UNION BANKSHARES, INC.",US-VT,State Commercial Banks,4,0.08761
2023,712515,ELECTRONIC ARTS INC.,US-CA,Services-Prepackaged Software,5,12.950000000000001
2023,108312,"WOODWARD, INC.",US-CO,Electrical Industrial Apparatus,1,2.947529999999998
2022,706863,"UNION BANKSHARES, INC.",US-VT,State Commercial Banks,4,0.12614999999999998
2023,720154,"INOTIV, INC.",US-IN,Services-Commercial Physical & Biological Research,9,-0.21701999999999982
2023,1408534,"FIRST GUARANTY BANCSHARES, INC.",US-LA,"Savings Institution, Federally Chartered",8,0.09219
2024,716314,GRAHAM CORP,US-NY,General Industrial Machinery & Equipment,1,0.07685
2024,316253,"ENZO BIOCHEM, INC.",US-NY,"Biological Products, (No Diagnostic Substances)",2,-0.10951
2022,3545,"ALICO, INC.",US-FL,Agricultural Production-Crops,1,-0.008220000000000005
2024,1583107,"THERAVANCE BIOPHARMA, INC.",US-CA,Pharmaceutical Preparations,2,-0.56418
2021,1504461,NGL Energy Partners LP,US-OK,Natural Gas Transmission,0,-5.3589199999999995
2022,1022408,ePlus inc.,US-VA,Wholesale-Computers & Peripheral Equipment & Software,1,1.12926
2024,1017303,TRANSACT TECHNOLOGIES INC,US-CT,"Computer Peripheral Equipment, NEC",7,-0.0986300000000001
2022,1517681,"PROPANC BIOPHARMA, INC.",AU-,Pharmaceutical Preparations,2,-0.02028087
2024,1375348,GOLDEN STAR RESOURCE CORP.,US-NV,Miscellaneous Metal Ores,1,-0.00060633
2023,205402,"GRAYBAR ELECTRIC COMPANY, INC.",US-MO,"Wholesale-Electrical Apparatus & Equipment, Wiring Supplies ",1,4.633999999999999
2021,874015,"IONIS PHARMACEUTICALS, INC.",US-CA,Pharmaceutical Preparations,2,-3.356759999999997
2022,725363,CEL-SCI CORPORATION,US-VA,"Biological Products, (No Diagnostic Substances)",2,-0.3694216900000003
2021,105132,WD-40 COMPANY,US-CA,Miscellaneous Chemical Products,2,0.7775799999999999
2021,720875,Dynatronics Corporation,US-MN,Surgical & Medical Instruments & Apparatus,1,0.020931579999999998
2024,1590976,"MALIBU BOATS, INC.",US-TN,Ship & Boat Building & Repairing,1,-1.3634699999999982
2021,1521951,"FIRST BUSINESS FINANCIAL SERVICES, INC.",US-WI,State Commercial Banks,4,0.35755000000000015
2023,1083743,"FLUX POWER HOLDINGS, INC.",US-CA,"Miscellaneous Electrical Machinery, Equipment & Supplies",1,-0.06771
2024,1114925,"LANTRONIX, INC.",US-CA,Computer Communications Equipment,7,-0.0572
2021,98362,TIMKEN CO,US-OH,Ball & Roller Bearings,1,3.690999999999999
2021,1474903,"BGSF, INC.",US-TX,Services-Help Supply Services,9,0.1410947800000002
2024,1589150,"REGEN BIOPHARMA, INC.",US-CA,Pharmaceutical Preparations,2,-0.01055337
2022,768408,Cyanotech Corp,US-HI,Medicinal Chemicals & Botanical Products,2,-0.01624
2024,1117297,"QuinStreet, Inc.",US-CA,"Services-Business Services, NEC",9,-0.17011
2022,1314052,ANAVEX LIFE SCIENCES CORP.,US-NY,"Biological Products, (No Diagnostic Substances)",2,-0.48144493
2023,879526,WABASH NATIONAL CORPORATION,US-IN,Truck Trailers,1,2.31252
2021,1371451,"HIGHWATER ETHANOL, LLC",US-MN,Industrial Organic Chemicals,2,0.29678778
2024,89439,"MUELLER INDUSTRIES, INC.",US-TN,Rolling Drawing & Extruding of  Nonferrous Metals,1,4.95366
2021,812011,"Vail Resorts, Inc.",US-CO,Services-Miscellaneous Amusement & Recreation,9,2.17877
2024,946673,BANNER CORPORATION,US-WA,State Commercial Banks,4,1.6889799999999981
2021,896156,Ethan Allen Interiors Inc.,US-CT,"Wood Household Furniture, (No Upholstered)",1,0.22909000000000002
2022,858877,"CISCO SYSTEMS, INC.",US-CA,Computer Communications Equipment,7,115.3099999999999
2021,1037038,Ralph Lauren Corporation,US-NY,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",1,6.954999999999989
2023,1506251,"Citius Pharmaceuticals, Inc.",US-NJ,Pharmaceutical Preparations,2,-0.1825350400000001
2021,779152,"JACK HENRY & ASSOCIATES, INC.",US-MO,Services-Computer Integrated Systems Design,5,2.453799999999996
2022,772406,"CIRRUS LOGIC, INC.",US-TX,Semiconductors & Related Devices,7,3.580080000000002
2021,1520697,"Acadia Healthcare Company, Inc.",US-TN,"Services-Specialty Outpatient Facilities, NEC",9,1.9063499999999998
2021,763532,LSI INDUSTRIES INC.,US-OH,Electric Lighting & Wiring Equipment,1,0.07962000000000001
2022,69891,National Beverage Corp.,US-FL,Bottled & Canned Soft Drinks & Carbonated Waters,0,1.369289999999999
2022,891024,"PATTERSON COMPANIES, INC.",US-MN,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",1,1.895980000000001
2021,65270,"METHODE ELECTRONICS, INC.",US-IL,Electronic Connectors,7,1.171
2024,721371,"Cardinal Health, Inc.",US-OH,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",6,13.37999999999997
2023,1387467,Alpha and Omega Semiconductor Limited,BM-,Semiconductors & Related Devices,7,-0.34951000000000004
2024,1530721,CAPRI HOLDINGS LTD,GB-,Leather & Leather Products,1,-4.31999999999998
2021,1591698,PAYLOCITY HOLDING CORPORATION,US-IL,Services-Prepackaged Software,5,1.14453
2023,29644,"DONALDSON COMPANY, INC.",US-MN,Industrial & Commercial Fans & Blowers & Air Purifing Equip,1,3.7820000000000022
2022,946647,PREMIER FINANCIAL CORP.,US-OH,State Commercial Banks,4,1.02187
2023,46619,HEICO CORPORATION,US-FL,Aircraft Engines & Engine Parts,1,4.23864
2023,72573,"MOVADO GROUP, INC.",US-NJ,"Watches, Clocks, Clockwork Operated Devices/Parts",1,0.4134500000000002
2023,885275,WILSON BANK HOLDING CO,US-TN,National Commercial Banks,4,0.48938000000000004
2021,6951,APPLIED MATERIALS INC /DE,US-CA,Semiconductors & Related Devices,7,65.5399999999999
2021,14846,BRT APARTMENTS CORP.,US-NY,Real Estate Investment Trusts,3,0.29114
2022,48465,HORMEL FOODS CORPORATION,US-MN,Meat Packing Plants,1,9.17165999999998
2022,1126956,Spire Inc.,US-MO,Natural Gas Distribution,0,3.541999999999998
2021,1163370,"NORTHRIM BANCORP, INC.",US-AK,"Savings Institution, Federally Chartered",8,0.3751699999999999
2021,1544190,"SHEPHERD’S FINANCE, LLC",US-FL,Short-Term Business Credit Institutions,8,0.01159
2022,859070,FIRST COMMUNITY BANKSHARES INC /VA/,US-VA,State Commercial Banks,4,0.4666200000000001
2023,1530950,"Post Holdings, Inc.",US-MO,Grain Mill Products,1,3.2140000000000013
2022,1609258,PETROGAS COMPANY,US-TX,Crude Petroleum & Natural Gas,0,-0.0008893799999999999
2024,828530,ADMIRAL FINANCIAL CORP.,US-FL,"Savings Institution, Federally Chartered",8,0.0
2023,849401,"ADM TRONICS UNLIMITED, INC.",US-NJ,Electromedical & Electrotherapeutic Apparatus,1,-0.0037161000000000004
2021,879407,"Arrowhead Pharmaceuticals, Inc.",US-CA,Pharmaceutical Preparations,2,-0.54444
2021,866273,MATRIX SERVICE CO,US-OK,Construction - Special Trade Contractors,1,-0.45042000000000004
2021,912767,"UFP INDUSTRIES, INC.",US-MI,"Sawmills & Planting Mills, General",1,5.3564
2021,936528,"WAFD, INC.",US-WA,National Commercial Banks,4,1.37372
2021,1175535,Whitestone REIT,US-TX,Real Estate Investment Trusts,3,0.12048
2024,812011,"Vail Resorts, Inc.",US-CO,Services-Miscellaneous Amusement & Recreation,9,7.96701999999997
2023,104894,ELME COMMUNITIES,US-MD,Real Estate Investment Trusts,3,-0.5297699999999991
2022,74260,OLD REPUBLIC INTERNATIONAL CORPORATION,US-IL,Surety Insurance,9,6.86599999999999
2024,1604778,"Qorvo, Inc.",US-NC,Semiconductors & Related Devices,7,-1.0268799999999998
2022,6845,"APOGEE ENTERPRISES, INC.",US-MN,"Glass Products, Made of  Purchased Glass",1,0.94942
2023,73309,NUCOR CORPORATION,US-NC,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",1,45.24999999999997
2023,1438943,"RANGE IMPACT, INC.",US-OH,Heavy Construction Other Than Bldg Const - Contractors,1,0.031310550000000006
2021,80172,NATIONAL PRESTO INDUSTRIES INC,US-WI,"Ordnance & Accessories, (No Vehicles/Guided Missiles)",1,0.2565399999999999
2023,216877,"PISMO COAST VILLAGE, INC.",US-CA,"Hotels, Rooming Houses, Camps & Other Lodging Places",9,0.011885699999999999
2021,1049521,"MERCURY SYSTEMS, INC.",US-MA,Electronic Components & Accessories,7,0.21491000000000013
2021,1517681,"PROPANC BIOPHARMA, INC.",AU-,Pharmaceutical Preparations,2,-0.02126111000000001
2023,1598665,"Heritage Insurance Holdings, Inc.",US-FL,"Fire, Marine & Casualty Insurance",1,0.4530700000000001
2023,1375348,GOLDEN STAR RESOURCE CORP.,US-NV,Miscellaneous Metal Ores,1,-0.00049543
2023,1177609,"Five Below, Inc.",US-PA,Retail-Variety Stores,6,3.011059999999989
2021,104894,ELME COMMUNITIES,US-MD,Real Estate Investment Trusts,3,2.16792
2021,810136,"PHOTRONICS, INC.",US-CT,Semiconductors & Related Devices,7,0.67742
2024,1050743,PEAPACK-GLADSTONE FINANCIAL CORPORATION,US-NJ,"Commercial Banks, NEC",4,0.3298800000000003
2021,310764,STRYKER CORP,US-MI,Surgical & Medical Instruments & Apparatus,1,19.93999999999999
2022,316253,"ENZO BIOCHEM, INC.",US-NY,"Biological Products, (No Diagnostic Substances)",2,-0.1062
2022,949961,"Income Opportunity Realty Investors, Inc.",US-TX,Real Estate Investment Trusts,3,0.03931
2024,2969,"AIR PRODUCTS AND CHEMICALS, INC.",US-PA,Industrial Inorganic Chemicals,2,25.830000000000002
2024,946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",US-NY,Services-Prepackaged Software,5,-8.442999999999982
2022,1579877,OUTFRONT Media Inc.,US-NY,Real Estate Investment Trusts,3,1.2950000000000002
2021,911216,"PALATIN TECHNOLOGIES, INC.",US-NJ,Pharmaceutical Preparations,2,-0.2725841499999999
2023,96793,"SUNLINK HEALTH SYSTEMS, INC.",US-GA,"Services-General Medical & Surgical Hospitals, NEC",9,-0.05943
2024,55242,KENNAMETAL INC.,US-PA,"Machine Tools, Metal Cutting Types",1,0.78003
2024,96885,TEL-INSTRUMENT ELECTRONICS CORP.,US-NJ,Electronic Components & Accessories,7,-0.0109502
2023,90168,"SIFCO Industries, Inc.",US-OH,Aircraft Engines & Engine Parts,1,-0.09525
2022,1046257,INGREDION INCORPORATED,US-IL,Grain Mill Products,1,4.92
2024,868671,"GLACIER BANCORP, INC.",US-MT,State Commercial Banks,4,1.90144
2023,800240,The ODP Corporation,US-FL,Retail-Miscellaneous Shopping Goods Stores,6,1.3900000000000001
2024,78749,"AGILYSYS, INC.",US-GA,Services-Computer Integrated Systems Design,5,0.964410000000001
2024,1493594,"MACOM Technology Solutions Holdings, Inc.",US-MA,Semiconductors & Related Devices,7,-1.12672
2023,108385,WORLD ACCEPTANCE CORPORATION,US-SC,Personal Credit Institutions,8,0.6691899999999998
2022,1499961,MULLEN AUTOMOTIVE INC.,US-CA,Motor Vehicles & Passenger Car Bodies,1,-0.0931828
2023,866706,ESCO TECHNOLOGIES INC.,US-MO,"Communications Equipment, NEC",7,0.88933
2021,1405513,"United States 12 Month Natural Gas Fund, LP",US-CA,Commodity Contracts Brokers & Dealers,3,0.031596650000000004
2023,1006028,"PURE Bioscience, Inc.",US-CA,Miscellaneous Chemical Products,2,-0.034890000000000004
2021,720005,"RAYMOND JAMES FINANCIAL, INC.",US-FL,"Security Brokers, Dealers & Flotation Companies",3,14.14999999999997
2022,1600033,"e.l.f. Beauty, Inc.",US-CA,"Perfumes, Cosmetics & Other Toilet Preparations",2,0.4684
2023,1108134,"BERKSHIRE HILLS BANCORP, INC.",US-MA,"Savings Institutions, Not Federally Chartered",8,0.69598
2024,315189,DEERE & CO,US-IL,Farm Machinery & Equipment,1,67.06999999999987
2021,720154,"INOTIV, INC.",US-IN,Services-Commercial Physical & Biological Research,9,-0.84811
2021,1437517,"CYBERLOQ TECHNOLOGIES, INC.",US-FL,Services-Prepackaged Software,5,-0.01087711
2021,32621,EMERSON RADIO CORP,US-NJ,Household Audio & Video Equipment,7,-0.036559999999999995
2023,1262976,Cimpress plc,IE-,Commercial Printing,6,-0.3599299999999991
2023,1381668,TFS FINANCIAL CORPORATION,US-OH,"Savings Institution, Federally Chartered",8,0.71821
2022,1477246,S&W SEED CO,US-CO,Agricultural Production-Crops,1,-0.2510479200000001
2021,886128,"FUELCELL ENERGY, INC.",US-CT,Electrical Industrial Apparatus,1,-0.83535
2024,936395,Ciena Corp,US-MD,Telephone & Telegraph Apparatus,7,0.56183
2023,712770,"ONE LIBERTY PROPERTIES, INC.",US-NY,Real Estate Investment Trusts,3,0.29613999999999996
2023,918965,"ScanSource, Inc.",US-SC,Wholesale-Computers & Peripheral Equipment & Software,1,0.906
2024,1227654,"Compass Minerals International, Inc.",US-KS,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),0,-1.496999999999998
2022,1308547,"DOLBY LABORATORIES, INC.",US-CA,Patent Owners & Lessors,1,1.95289
2022,807863,"MITEK SYSTEMS, INC.",US-CA,"Computer Peripheral Equipment, NEC",7,0.05297
2023,1361538,Primoris Services Corporation,US-TX,"Water, Sewer, Pipeline, Comm & Power Line Construction",1,1.26145
2024,750558,QNB Corp.,US-PA,State Commercial Banks,4,0.11448
2024,771497,ABM INDUSTRIES INCORPORATED,US-NY,Services-To Dwellings & Other Buildings,9,1.7499999999999991
2022,1606757,"KIMBALL ELECTRONICS, INC.",US-IN,Printed Circuit Boards,7,0.47505000000000003
2023,1048911,FedEx Corporation,US-TN,Air Courier Services,9,35.199999999999974
2022,315189,DEERE & CO,US-IL,Farm Machinery & Equipment,1,78.2499999999999
2023,720005,"RAYMOND JAMES FINANCIAL, INC.",US-FL,"Security Brokers, Dealers & Flotation Companies",3,16.62999999999998
2022,915358,"SIGMATRON INTERNATIONAL, INC.",US-IL,Printed Circuit Boards,7,-0.20187573
2023,1260221,TransDigm Group Incorporated,US-OH,"Aircraft Parts & Auxiliary Equipment, NEC",1,13.87999999999997
2021,868671,"GLACIER BANCORP, INC.",US-MT,State Commercial Banks,4,2.8475699999999993
2024,1157408,"Stride, Inc.",US-VA,Services-Educational Services,9,2.7664899999999992
2023,1016178,"CARVER BANCORP, INC.",US-NY,"Savings Institution, Federally Chartered",8,-0.04077
2023,1604778,"Qorvo, Inc.",US-NC,Semiconductors & Related Devices,7,-0.88988
2021,788329,Johnson Outdoors Inc.,US-WI,"Sporting & Athletic Goods, NEC",1,0.7439
2021,882835,"ROPER TECHNOLOGIES, INC.",US-FL,"Industrial Instruments For Measurement, Display, and Control",1,11.526
2022,829224,Starbucks Corporation,US-WA,Retail-Eating & Drinking Places,6,33.554999999999914
2022,707605,AMERISERV FINANCIAL INC /PA/,US-PA,National Commercial Banks,4,0.07448000000000002
2023,833444,JOHNSON CONTROLS INTERNATIONAL PLC,IE-,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,1,26.04999999999999
2022,205402,"GRAYBAR ELECTRIC COMPANY, INC.",US-MO,"Wholesale-Electrical Apparatus & Equipment, Wiring Supplies ",1,4.529000000000002
2022,1584509,Aramark,US-PA,Retail-Eating  Places,6,1.905570000000002
2022,1618732,"NUTANIX, INC.",US-CA,Services-Prepackaged Software,5,-3.9427800000000017
2021,1618732,"NUTANIX, INC.",US-CA,Services-Prepackaged Software,5,-7.829019999999989
